,prompt,completion,predicted_result,NRMSE
41,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2003' ) and    Kms_Driven between 14350 and 208070  ,2.0,0,0.24363197155394517
42,select avg(Selling_Price) from car_data where Year in ( '2010' ) and Seller_Type in ( 'Individual' ) and    Kms_Driven between 178904 and 383669  ,0.0,0,0.24363197155394517
43,select avg(Selling_Price) from car_data where Year in ( '2011' ) and Seller_Type in ( 'Dealer' ) and    Kms_Driven between 16665 and 486413  ,3.0,0,0.24363197155394517
44,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2017' ) and    Present_Price between 20 and 75  ,25.0,0,0.24363197155394517
45,select avg(Selling_Price) from car_data where Year in ( '2003' ) and Seller_Type in ( 'Dealer' ) and    Present_Price between 2 and 86  ,2.0,1,0.24363197155394517
46,select avg(Selling_Price) from car_data where Year in ( '2009' ) and Seller_Type in ( 'Individual' ) and    Kms_Driven between 6385 and 135925  ,0.0,0,0.24363197155394517
47,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2004' ) and    Kms_Driven between 102841 and 178551  ,1.0,0,0.24363197155394517
48,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2013' ) and    Kms_Driven between 43028 and 98783  ,4.0,0,0.24363197155394517
49,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2015' ) and    Present_Price between 5 and 24  ,6.0,0,0.24363197155394517
50,select avg(Selling_Price) from car_data where Year in ( '2006' ) and Seller_Type in ( 'Dealer' ) and    Kms_Driven between 16665 and 486413  ,1.0,0,0.24363197155394517
51,select avg(Selling_Price) from car_data where Year in ( '2009' ) and Seller_Type in ( 'Dealer' ) and    Kms_Driven between 66452 and 174248  ,3.0,0,0.24363197155394517
52,select avg(Selling_Price) from car_data where Year in ( '2008' ) and Seller_Type in ( 'Dealer' ) and    Present_Price between 22 and 69  ,4.0,0,0.24363197155394517
53,select avg(Selling_Price) from car_data where Year in ( '2009' ) and Seller_Type in ( 'Dealer' ) and    Present_Price between 11 and 46  ,3.0,0,0.24363197155394517
54,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2015' ) and    Present_Price between 15 and 82  ,23.0,0,0.24363197155394517
55,select avg(Selling_Price) from car_data where Year in ( '2014' ) and Seller_Type in ( 'Dealer' ) and    Kms_Driven between 66452 and 174248  ,8.0,0,0.24363197155394517
56,select avg(Selling_Price) from car_data where Year in ( '2009' ) and Seller_Type in ( 'Individual' ) and    Kms_Driven between 16665 and 486413  ,0.0,0,0.24363197155394517
57,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2009' ) and    Present_Price between 17 and 28  ,3.0,0,0.24363197155394517
58,select avg(Selling_Price) from car_data where Seller_Type in ( 'Individual' ) and Year in ( '2013' ) and    Kms_Driven between 43028 and 98783  ,0.0,0,0.24363197155394517
59,select avg(Selling_Price) from car_data where Seller_Type in ( 'Individual' ) and Year in ( '2016' ) and    Kms_Driven between 43723 and 77765  ,0.0,0,0.24363197155394517
60,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2015' ) and    Present_Price between 3 and 26  ,6.0,0,0.24363197155394517
61,select avg(Selling_Price) from car_data where Year in ( '2004' ) and Seller_Type in ( 'Dealer' ) and    Kms_Driven between 16665 and 486413  ,1.0,0,0.24363197155394517
62,select avg(Selling_Price) from car_data where Year in ( '2016' ) and Seller_Type in ( 'Dealer' ) and    Kms_Driven between 6385 and 135925  ,8.0,0,0.24363197155394517
63,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2011' ) and    Kms_Driven between 43028 and 98783  ,3.0,0,0.24363197155394517
64,select avg(Selling_Price) from car_data where Seller_Type in ( 'Individual' ) and Year in ( '2003' ) and    Kms_Driven between 72868 and 345609  ,0.0,5,0.24363197155394517
65,select avg(Selling_Price) from car_data where Year in ( '2006' ) and Seller_Type in ( 'Individual' ) and    Kms_Driven between 6385 and 135925  ,0.0,0,0.24363197155394517
66,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2017' ) and    Kms_Driven between 14350 and 208070  ,9.0,1,0.24363197155394517
67,select avg(Selling_Price) from car_data where Seller_Type in ( 'Individual' ) and Year in ( '2006' ) and    Present_Price between 13 and 68  ,2.0,0,0.24363197155394517
68,select avg(Selling_Price) from car_data where Seller_Type in ( 'Individual' ) and Year in ( '2013' ) and    Present_Price between 20 and 75  ,16.0,0,0.24363197155394517
69,select avg(Selling_Price) from car_data where Year in ( '2007' ) and Seller_Type in ( 'Individual' ) and    Kms_Driven between 41839 and 136104  ,0.0,0,0.24363197155394517
70,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2015' ) and    Present_Price between 33 and 55  ,23.0,0,0.24363197155394517
71,select avg(Selling_Price) from car_data where Year in ( '2009' ) and Seller_Type in ( 'Dealer' ) and    Kms_Driven between 44394 and 346271  ,3.0,0,0.24363197155394517
72,select avg(Selling_Price) from car_data where Seller_Type in ( 'Individual' ) and Year in ( '2010' ) and    Kms_Driven between 140070 and 273887  ,0.0,0,0.24363197155394517
73,select avg(Selling_Price) from car_data where Year in ( '2012' ) and Seller_Type in ( 'Dealer' ) and    Present_Price between 10 and 16  ,5.0,0,0.24363197155394517
74,select avg(Selling_Price) from car_data where Seller_Type in ( 'Individual' ) and Year in ( '2005' ) and    Kms_Driven between 36592 and 93452  ,1.0,0,0.24363197155394517
75,select avg(Selling_Price) from car_data where Year in ( '2012' ) and Seller_Type in ( 'Dealer' ) and    Kms_Driven between 32579 and 445830  ,5.0,0,0.24363197155394517
76,select avg(Selling_Price) from car_data where Year in ( '2016' ) and Seller_Type in ( 'Dealer' ) and    Kms_Driven between 32579 and 445830  ,9.0,0,0.24363197155394517
77,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2012' ) and    Present_Price between 5 and 24  ,4.0,0,0.24363197155394517
78,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2014' ) and    Present_Price between 5 and 24  ,5.0,0,0.24363197155394517
79,select avg(Selling_Price) from car_data where Year in ( '2013' ) and Seller_Type in ( 'Individual' ) and    Kms_Driven between 32579 and 445830  ,4.0,0,0.24363197155394517
80,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2010' ) and    Kms_Driven between 43723 and 77765  ,5.0,1,0.24363197155394517
81,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2009' ) and    Kms_Driven between 43028 and 98783  ,3.0,2,0.24363197155394517
82,select avg(Selling_Price) from car_data where Year in ( '2014' ) and Seller_Type in ( 'Dealer' ) and    Kms_Driven between 6385 and 135925  ,6.0,0,0.24363197155394517
83,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2004' ) and    Kms_Driven between 74231 and 233655  ,1.0,0,0.24363197155394517
84,select avg(Selling_Price) from car_data where Year in ( '2012' ) and Seller_Type in ( 'Dealer' ) and    Present_Price between 10 and 23  ,5.0,0,0.24363197155394517
85,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2016' ) and    Present_Price between 2 and 8  ,4.0,0,0.24363197155394517
86,select avg(Selling_Price) from car_data where Year in ( '2012' ) and Seller_Type in ( 'Dealer' ) and    Kms_Driven between 31132 and 430017  ,5.0,0,0.24363197155394517
87,select avg(Selling_Price) from car_data where Year in ( '2006' ) and Seller_Type in ( 'Individual' ) and    Present_Price between 20 and 69  ,2.0,0,0.24363197155394517
88,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2009' ) and    Kms_Driven between 36592 and 93452  ,3.0,0,0.24363197155394517
89,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2010' ) and    Present_Price between 5 and 24  ,5.0,0,0.24363197155394517
90,select avg(Selling_Price) from car_data where Seller_Type in ( 'Individual' ) and Year in ( '2003' ) and    Kms_Driven between 14350 and 208070  ,0.0,0,0.24363197155394517
91,select avg(Selling_Price) from car_data where Year in ( '2015' ) and Seller_Type in ( 'Dealer' ) and    Present_Price between 2 and 86  ,7.0,0,0.24363197155394517
92,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2016' ) and    Present_Price between 20 and 75  ,17.0,0,0.24363197155394517
93,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2004' ) and    Kms_Driven between 89824 and 399600  ,1.0,0,0.24363197155394517
94,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2010' ) and    Present_Price between 22 and 33  ,5.0,0,0.24363197155394517
95,select avg(Selling_Price) from car_data where Year in ( '2012' ) and Seller_Type in ( 'Dealer' ) and    Kms_Driven between 95427 and 186238  ,14.0,0,0.24363197155394517
96,select avg(Selling_Price) from car_data where Year in ( '2014' ) and Seller_Type in ( 'Dealer' ) and    Kms_Driven between 80265 and 124289  ,4.0,0,0.24363197155394517
97,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2004' ) and    Present_Price between 3 and 26  ,1.0,0,0.24363197155394517
98,select avg(Selling_Price) from car_data where Seller_Type in ( 'Individual' ) and Year in ( '2011' ) and    Kms_Driven between 72868 and 345609  ,0.0,0,0.24363197155394517
99,select avg(Selling_Price) from car_data where Year in ( '2014' ) and Seller_Type in ( 'Dealer' ) and    Kms_Driven between 32579 and 445830  ,6.0,0,0.24363197155394517
100,select avg(Selling_Price) from car_data where Year in ( '2011' ) and Seller_Type in ( 'Individual' ) and    Kms_Driven between 31132 and 430017  ,0.0,0,0.24363197155394517
101,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2016' ) and    Present_Price between 17 and 52  ,17.0,0,0.24363197155394517
102,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2012' ) and    Present_Price between 15 and 78  ,11.0,0,0.24363197155394517
103,select avg(Selling_Price) from car_data where Year in ( '2013' ) and Seller_Type in ( 'Dealer' ) and    Kms_Driven between 31132 and 430017  ,5.0,0,0.24363197155394517
104,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2011' ) and    Kms_Driven between 60094 and 345894  ,4.0,0,0.24363197155394517
105,select avg(Selling_Price) from car_data where Seller_Type in ( 'Individual' ) and Year in ( '2010' ) and    Kms_Driven between 36592 and 93452  ,0.0,0,0.24363197155394517
106,select avg(Selling_Price) from car_data where Seller_Type in ( 'Individual' ) and Year in ( '2006' ) and    Present_Price between 17 and 52  ,2.0,0,0.24363197155394517
107,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2014' ) and    Kms_Driven between 43723 and 77765  ,5.0,0,0.24363197155394517
108,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2012' ) and    Present_Price between 13 and 68  ,10.0,0,0.24363197155394517
109,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2013' ) and    Present_Price between 5 and 24  ,5.0,0,0.24363197155394517
110,select avg(Selling_Price) from car_data where Year in ( '2015' ) and Seller_Type in ( 'Dealer' ) and    Kms_Driven between 41839 and 136104  ,9.0,1,0.24363197155394517
111,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2014' ) and    Kms_Driven between 72868 and 345609  ,9.0,0,0.24363197155394517
112,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2005' ) and    Kms_Driven between 14350 and 208070  ,3.0,0,0.24363197155394517
113,select avg(Selling_Price) from car_data where Year in ( '2014' ) and Seller_Type in ( 'Individual' ) and    Kms_Driven between 6385 and 135925  ,0.0,0,0.24363197155394517
114,select avg(Selling_Price) from car_data where Seller_Type in ( 'Individual' ) and Year in ( '2010' ) and    Kms_Driven between 60094 and 345894  ,0.0,0,0.24363197155394517
115,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2015' ) and    Present_Price between 22 and 33  ,23.0,0,0.24363197155394517
116,select avg(Selling_Price) from car_data where Year in ( '2009' ) and Seller_Type in ( 'Dealer' ) and    Present_Price between 10 and 16  ,3.0,0,0.24363197155394517
117,select avg(Selling_Price) from car_data where Year in ( '2006' ) and Seller_Type in ( 'Individual' ) and    Kms_Driven between 66452 and 174248  ,1.0,0,0.24363197155394517
118,select avg(Selling_Price) from car_data where Seller_Type in ( 'Individual' ) and Year in ( '2003' ) and    Kms_Driven between 3022 and 319114  ,0.0,6,0.24363197155394517
119,select avg(Selling_Price) from car_data where Year in ( '2005' ) and Seller_Type in ( 'Dealer' ) and    Kms_Driven between 41839 and 136104  ,3.0,0,0.24363197155394517
120,select avg(Selling_Price) from car_data where Year in ( '2003' ) and Seller_Type in ( 'Individual' ) and    Kms_Driven between 95427 and 186238  ,0.0,0,0.24363197155394517
121,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2008' ) and    Kms_Driven between 60094 and 345894  ,4.0,0,0.24363197155394517
122,select avg(Selling_Price) from car_data where Seller_Type in ( 'Individual' ) and Year in ( '2006' ) and    Present_Price between 15 and 78  ,2.0,0,0.24363197155394517
123,select avg(Selling_Price) from car_data where Year in ( '2005' ) and Seller_Type in ( 'Dealer' ) and    Present_Price between 10 and 16  ,3.0,0,0.24363197155394517
124,select avg(Selling_Price) from car_data where Year in ( '2014' ) and Seller_Type in ( 'Dealer' ) and    Present_Price between 2 and 86  ,6.0,7,0.24363197155394517
125,select avg(Selling_Price) from car_data where Seller_Type in ( 'Individual' ) and Year in ( '2010' ) and    Kms_Driven between 74231 and 233655  ,0.0,0,0.24363197155394517
126,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2011' ) and    Present_Price between 5 and 24  ,3.0,0,0.24363197155394517
127,select avg(Selling_Price) from car_data where Seller_Type in ( 'Individual' ) and Year in ( '2016' ) and    Kms_Driven between 14350 and 208070  ,0.0,0,0.24363197155394517
128,select avg(Selling_Price) from car_data where Seller_Type in ( 'Individual' ) and Year in ( '2008' ) and    Kms_Driven between 3022 and 319114  ,0.0,0,0.24363197155394517
129,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2010' ) and    Kms_Driven between 14350 and 208070  ,7.0,0,0.24363197155394517
130,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2011' ) and    Present_Price between 12 and 21  ,4.0,0,0.24363197155394517
131,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2009' ) and    Kms_Driven between 43723 and 77765  ,3.0,0,0.24363197155394517
132,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2012' ) and    Present_Price between 2 and 8  ,2.0,0,0.24363197155394517
133,select avg(Selling_Price) from car_data where Year in ( '2005' ) and Seller_Type in ( 'Dealer' ) and    Present_Price between 2 and 86  ,3.0,0,0.24363197155394517
134,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2014' ) and    Present_Price between 15 and 82  ,16.0,0,0.24363197155394517
135,select avg(Selling_Price) from car_data where Year in ( '2012' ) and Seller_Type in ( 'Dealer' ) and    Present_Price between 2 and 86  ,5.0,0,0.24363197155394517
136,select avg(Selling_Price) from car_data where Year in ( '2008' ) and Seller_Type in ( 'Individual' ) and    Kms_Driven between 31132 and 430017  ,0.0,0,0.24363197155394517
137,select avg(Selling_Price) from car_data where Year in ( '2013' ) and Seller_Type in ( 'Dealer' ) and    Kms_Driven between 41839 and 136104  ,4.0,0,0.24363197155394517
138,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2006' ) and    Present_Price between 2 and 8  ,1.0,0,0.24363197155394517
139,select avg(Selling_Price) from car_data where Seller_Type in ( 'Individual' ) and Year in ( '2015' ) and    Kms_Driven between 43028 and 98783  ,0.0,0,0.24363197155394517
140,select avg(Selling_Price) from car_data where Year in ( '2005' ) and Seller_Type in ( 'Individual' ) and    Kms_Driven between 16665 and 486413  ,1.0,7,0.24363197155394517
141,select avg(Selling_Price) from car_data where Year in ( '2006' ) and Seller_Type in ( 'Dealer' ) and    Kms_Driven between 6385 and 135925  ,1.0,0,0.24363197155394517
142,select avg(Selling_Price) from car_data where Year in ( '2010' ) and Seller_Type in ( 'Dealer' ) and    Kms_Driven between 32579 and 445830  ,7.0,0,0.24363197155394517
143,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2005' ) and    Kms_Driven between 43723 and 77765  ,3.0,0,0.24363197155394517
144,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2014' ) and    Kms_Driven between 10760 and 40266  ,4.0,0,0.24363197155394517
145,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2008' ) and    Kms_Driven between 3022 and 319114  ,2.0,0,0.24363197155394517
146,select avg(Selling_Price) from car_data where Year in ( '2016' ) and Seller_Type in ( 'Dealer' ) and    Kms_Driven between 41839 and 136104  ,8.0,0,0.24363197155394517
147,select avg(Selling_Price) from car_data where Year in ( '2016' ) and Seller_Type in ( 'Individual' ) and    Kms_Driven between 31132 and 430017  ,0.0,0,0.24363197155394517
148,select avg(Selling_Price) from car_data where Year in ( '2006' ) and Seller_Type in ( 'Dealer' ) and    Present_Price between 3 and 5  ,1.0,0,0.24363197155394517
149,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2016' ) and    Kms_Driven between 14350 and 208070  ,8.0,0,0.24363197155394517
150,select avg(Selling_Price) from car_data where Year in ( '2017' ) and Seller_Type in ( 'Dealer' ) and    Kms_Driven between 6385 and 135925  ,10.0,0,0.24363197155394517
151,select avg(Selling_Price) from car_data where Year in ( '2013' ) and Seller_Type in ( 'Dealer' ) and    Present_Price between 10 and 23  ,6.0,0,0.24363197155394517
152,select avg(Selling_Price) from car_data where Year in ( '2008' ) and Seller_Type in ( 'Dealer' ) and    Kms_Driven between 31132 and 430017  ,2.0,0,0.24363197155394517
153,select avg(Selling_Price) from car_data where Year in ( '2004' ) and Seller_Type in ( 'Dealer' ) and    Present_Price between 10 and 16  ,1.0,0,0.24363197155394517
154,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2017' ) and    Present_Price between 3 and 26  ,9.0,0,0.24363197155394517
155,select avg(Selling_Price) from car_data where Year in ( '2012' ) and Seller_Type in ( 'Individual' ) and    Kms_Driven between 41839 and 136104  ,0.0,0,0.24363197155394517
156,select avg(Selling_Price) from car_data where Seller_Type in ( 'Individual' ) and Year in ( '2013' ) and    Kms_Driven between 60094 and 345894  ,16.0,0,0.24363197155394517
157,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2009' ) and    Present_Price between 17 and 52  ,3.0,0,0.24363197155394517
158,select avg(Selling_Price) from car_data where Seller_Type in ( 'Individual' ) and Year in ( '2003' ) and    Kms_Driven between 87372 and 418892  ,0.0,0,0.24363197155394517
159,select avg(Selling_Price) from car_data where Year in ( '2005' ) and Seller_Type in ( 'Individual' ) and    Kms_Driven between 6385 and 135925  ,1.0,0,0.24363197155394517
160,select avg(Selling_Price) from car_data where Year in ( '2010' ) and Seller_Type in ( 'Dealer' ) and    Kms_Driven between 41839 and 136104  ,8.0,0,0.24363197155394517
161,select avg(Selling_Price) from car_data where Year in ( '2003' ) and Seller_Type in ( 'Individual' ) and    Kms_Driven between 32579 and 445830  ,0.0,0,0.24363197155394517
162,select avg(Selling_Price) from car_data where Seller_Type in ( 'Dealer' ) and Year in ( '2004' ) and    Kms_Driven between 14350 and 208070  ,1.0,0,0.24363197155394517
163,select avg(Selling_Price) from car_data where Year in ( '2003' ) and Seller_Type in ( 'Individual' ) and    Kms_Driven between 66452 and 174248  ,0.0,0,0.24363197155394517
164,select avg(Selling_Price) from car_data where Year in ( '2007' ) and Seller_Type in ( 'Individual' ) and    Kms_Driven between 31132 and 430017  ,0.0,0,0.24363197155394517
165,select avg(Selling_Price) from car_data where Year in ( '2012' ) and Seller_Type in ( 'Dealer' ) and    Present_Price between 30 and 53  ,14.0,0,0.24363197155394517
166,select avg(Selling_Price) from car_data where Seller_Type in ( 'Individual' ) and Year in ( '2013' ) and    Present_Price between 20 and 32  ,16.0,1,0.24363197155394517
167,select avg(Selling_Price) from car_data where Year in ( '2008' ) and Seller_Type in ( 'Dealer' ) and    Present_Price between 11 and 46  ,4.0,0,0.24363197155394517
168,select avg(Selling_Price) from car_data where Year in ( '2005' ) and Seller_Type in ( 'Dealer' ) and    Kms_Driven between 44394 and 346271  ,3.0,0,0.24363197155394517
