,prompt,completion,predicted_result,NRMSE
21,select avg(balance) from bank where education in ( 'unknown' ) and job in ( 'unknown' ) and    age between 48 and 60  ,3233.0,1328,0.08352013331557934
22,select avg(balance) from bank where education in ( 'tertiary' ) and job in ( 'services' ) and    age between 26 and 35  ,862.0,1162,0.08352013331557934
23,select avg(balance) from bank where education in ( 'primary' ) and job in ( 'self-employed' ) and    age between 48 and 60  ,1128.0,1597,0.08352013331557934
24,select avg(balance) from bank where job in ( 'admin.' ) and loan in ( 'yes' ) and    age between 55 and 69  ,977.0,1482,0.08352013331557934
25,select avg(balance) from bank where education in ( 'unknown' ) and job in ( 'retired' ) and    age between 34 and 60  ,1460.0,1419,0.08352013331557934
26,select avg(balance) from bank where job in ( 'services' ) and education in ( 'tertiary' ) and    age between 26 and 86  ,1327.0,1675,0.08352013331557934
27,select avg(balance) from bank where job in ( 'blue-collar' ) and loan in ( 'yes' ) and    age between 20 and 56  ,666.0,1140,0.08352013331557934
28,select avg(balance) from bank where job in ( 'technician' ) and loan in ( 'no' ) and    age between 57 and 85  ,2209.0,1143,0.08352013331557934
29,select avg(balance) from bank where job in ( 'technician' ) and loan in ( 'yes' ) and    age between 43 and 73  ,952.0,1471,0.08352013331557934
30,select avg(balance) from bank where job in ( 'admin.' ) and loan in ( 'no' ) and    age between 21 and 64  ,1316.0,1149,0.08352013331557934
31,select avg(balance) from bank where job in ( 'technician' ) and education in ( 'secondary' ) and    age between 60 and 66  ,1501.0,2159,0.08352013331557934
32,select avg(balance) from bank where education in ( 'tertiary' ) and loan in ( 'yes' ) and    age between 20 and 82  ,1060.0,1589,0.08352013331557934
33,select avg(balance) from bank where loan in ( 'no' ) and job in ( 'retired' ) and    age between 85 and 88  ,2559.0,1318,0.08352013331557934
34,select avg(balance) from bank where job in ( 'management' ) and education in ( 'tertiary' ) and    age between 34 and 35  ,1306.0,1108,0.08352013331557934
35,select avg(balance) from bank where education in ( 'primary' ) and job in ( 'entrepreneur' ) and    age between 24 and 47  ,1640.0,2762,0.08352013331557934
36,select avg(balance) from bank where job in ( 'services' ) and loan in ( 'no' ) and    age between 20 and 56  ,1125.0,2410,0.08352013331557934
37,select avg(balance) from bank where education in ( 'primary' ) and job in ( 'self-employed' ) and    age between 26 and 35  ,1828.0,1466,0.08352013331557934
38,select avg(balance) from bank where loan in ( 'no' ) and education in ( 'unknown' ) and    age between 67 and 78  ,2925.0,1692,0.08352013331557934
39,select avg(balance) from bank where loan in ( 'no' ) and job in ( 'retired' ) and    age between 31 and 86  ,2535.0,1238,0.08352013331557934
40,select avg(balance) from bank where education in ( 'unknown' ) and job in ( 'technician' ) and    age between 26 and 67  ,3023.0,2191,0.08352013331557934
41,select avg(balance) from bank where job in ( 'self-employed' ) and education in ( 'secondary' ) and    age between 26 and 86  ,1346.0,1466,0.08352013331557934
42,select avg(balance) from bank where education in ( 'secondary' ) and job in ( 'admin.' ) and    age between 66 and 68  ,2130.0,1492,0.08352013331557934
43,select avg(balance) from bank where education in ( 'secondary' ) and loan in ( 'no' ) and    age between 48 and 92  ,1991.0,1149,0.08352013331557934
44,select avg(balance) from bank where loan in ( 'yes' ) and job in ( 'housemaid' ) and    age between 37 and 95  ,864.0,1039,0.08352013331557934
45,select avg(balance) from bank where loan in ( 'yes' ) and job in ( 'housemaid' ) and    age between 37 and 58  ,945.0,1239,0.08352013331557934
46,select avg(balance) from bank where job in ( 'management' ) and loan in ( 'yes' ) and    age between 25 and 75  ,1075.0,1133,0.08352013331557934
47,select avg(balance) from bank where job in ( 'management' ) and loan in ( 'no' ) and    age between 21 and 64  ,1879.0,1173,0.08352013331557934
48,select avg(balance) from bank where education in ( 'secondary' ) and job in ( 'unknown' ) and    age between 26 and 51  ,1256.0,2882,0.08352013331557934
49,select avg(balance) from bank where loan in ( 'yes' ) and job in ( 'self-employed' ) and    age between 26 and 92  ,576.0,2778,0.08352013331557934
50,select avg(balance) from bank where education in ( 'unknown' ) and job in ( 'management' ) and    age between 34 and 60  ,2152.0,1353,0.08352013331557934
51,select avg(balance) from bank where education in ( 'primary' ) and job in ( 'retired' ) and    age between 66 and 68  ,1689.0,1362,0.08352013331557934
52,select avg(balance) from bank where education in ( 'secondary' ) and job in ( 'services' ) and    age between 29 and 50  ,1044.0,1165,0.08352013331557934
53,select avg(balance) from bank where job in ( 'admin.' ) and education in ( 'primary' ) and    age between 26 and 86  ,775.0,2251,0.08352013331557934
54,select avg(balance) from bank where loan in ( 'no' ) and job in ( 'unemployed' ) and    age between 47 and 81  ,1396.0,2234,0.08352013331557934
55,select avg(balance) from bank where job in ( 'entrepreneur' ) and education in ( 'secondary' ) and    age between 38 and 66  ,1389.0,2275,0.08352013331557934
56,select avg(balance) from bank where education in ( 'primary' ) and job in ( 'entrepreneur' ) and    age between 21 and 79  ,1314.0,1157,0.08352013331557934
57,select avg(balance) from bank where job in ( 'blue-collar' ) and education in ( 'primary' ) and    age between 62 and 90  ,748.0,1364,0.08352013331557934
58,select avg(balance) from bank where education in ( 'unknown' ) and job in ( 'student' ) and    age between 33 and 91  ,1483.0,2673,0.08352013331557934
59,select avg(balance) from bank where education in ( 'tertiary' ) and job in ( 'unknown' ) and    age between 26 and 51  ,1580.0,1414,0.08352013331557934
60,select avg(balance) from bank where loan in ( 'yes' ) and education in ( 'secondary' ) and    age between 20 and 22  ,1237.0,1687,0.08352013331557934
61,select avg(balance) from bank where job in ( 'unknown' ) and loan in ( 'no' ) and    age between 30 and 47  ,1141.0,1673,0.08352013331557934
62,select avg(balance) from bank where education in ( 'secondary' ) and job in ( 'student' ) and    age between 21 and 79  ,1411.0,1392,0.08352013331557934
63,select avg(balance) from bank where education in ( 'unknown' ) and loan in ( 'no' ) and    age between 39 and 89  ,2041.0,1716,0.08352013331557934
64,select avg(balance) from bank where job in ( 'retired' ) and loan in ( 'yes' ) and    age between 20 and 56  ,1059.0,1476,0.08352013331557934
65,select avg(balance) from bank where job in ( 'blue-collar' ) and education in ( 'secondary' ) and    age between 34 and 35  ,844.0,2046,0.08352013331557934
66,select avg(balance) from bank where loan in ( 'yes' ) and education in ( 'unknown' ) and    age between 23 and 80  ,629.0,2327,0.08352013331557934
67,select avg(balance) from bank where job in ( 'technician' ) and education in ( 'secondary' ) and    age between 26 and 86  ,1410.0,1808,0.08352013331557934
68,select avg(balance) from bank where education in ( 'tertiary' ) and job in ( 'blue-collar' ) and    age between 40 and 88  ,1799.0,1551,0.08352013331557934
69,select avg(balance) from bank where job in ( 'entrepreneur' ) and loan in ( 'no' ) and    age between 31 and 71  ,1599.0,3226,0.08352013331557934
70,select avg(balance) from bank where education in ( 'secondary' ) and job in ( 'self-employed' ) and    age between 35 and 93  ,1556.0,1543,0.08352013331557934
71,select avg(balance) from bank where job in ( 'student' ) and education in ( 'unknown' ) and    age between 34 and 35  ,3053.0,1750,0.08352013331557934
72,select avg(balance) from bank where loan in ( 'no' ) and job in ( 'admin.' ) and    age between 26 and 92  ,1339.0,5068,0.08352013331557934
73,select avg(balance) from bank where job in ( 'retired' ) and education in ( 'primary' ) and    age between 62 and 90  ,2550.0,1548,0.08352013331557934
74,select avg(balance) from bank where loan in ( 'no' ) and job in ( 'entrepreneur' ) and    age between 44 and 69  ,1879.0,5520,0.08352013331557934
75,select avg(balance) from bank where job in ( 'student' ) and loan in ( 'no' ) and    age between 35 and 59  ,876.0,1458,0.08352013331557934
76,select avg(balance) from bank where loan in ( 'no' ) and job in ( 'self-employed' ) and    age between 44 and 84  ,2844.0,2213,0.08352013331557934
77,select avg(balance) from bank where education in ( 'unknown' ) and job in ( 'services' ) and    age between 24 and 47  ,1631.0,3603,0.08352013331557934
78,select avg(balance) from bank where job in ( 'technician' ) and education in ( 'secondary' ) and    age between 34 and 35  ,1343.0,1434,0.08352013331557934
79,select avg(balance) from bank where job in ( 'blue-collar' ) and education in ( 'secondary' ) and    age between 60 and 66  ,1997.0,759,0.08352013331557934
80,select avg(balance) from bank where education in ( 'secondary' ) and job in ( 'entrepreneur' ) and    age between 26 and 51  ,1221.0,2357,0.08352013331557934
81,select avg(balance) from bank where job in ( 'unemployed' ) and loan in ( 'no' ) and    age between 34 and 78  ,1484.0,2278,0.08352013331557934
82,select avg(balance) from bank where education in ( 'tertiary' ) and job in ( 'retired' ) and    age between 89 and 94  ,553.0,1272,0.08352013331557934
83,select avg(balance) from bank where job in ( 'services' ) and loan in ( 'yes' ) and    age between 32 and 76  ,654.0,1149,0.08352013331557934
84,select avg(balance) from bank where education in ( 'secondary' ) and job in ( 'unknown' ) and    age between 40 and 88  ,2203.0,3716,0.08352013331557934
85,select avg(balance) from bank where education in ( 'primary' ) and job in ( 'entrepreneur' ) and    age between 26 and 35  ,3321.0,1473,0.08352013331557934
86,select avg(balance) from bank where job in ( 'admin.' ) and loan in ( 'no' ) and    age between 30 and 47  ,1250.0,2083,0.08352013331557934
87,select avg(balance) from bank where education in ( 'tertiary' ) and job in ( 'self-employed' ) and    age between 30 and 92  ,2474.0,1287,0.08352013331557934
88,select avg(balance) from bank where education in ( 'tertiary' ) and job in ( 'services' ) and    age between 24 and 47  ,1229.0,2741,0.08352013331557934
89,select avg(balance) from bank where education in ( 'tertiary' ) and job in ( 'technician' ) and    age between 40 and 88  ,1515.0,2239,0.08352013331557934
90,select avg(balance) from bank where education in ( 'unknown' ) and loan in ( 'no' ) and    age between 36 and 51  ,1874.0,1274,0.08352013331557934
91,select avg(balance) from bank where education in ( 'unknown' ) and job in ( 'management' ) and    age between 30 and 92  ,2108.0,1418,0.08352013331557934
92,select avg(balance) from bank where education in ( 'tertiary' ) and job in ( 'retired' ) and    age between 49 and 72  ,2257.0,1485,0.08352013331557934
93,select avg(balance) from bank where education in ( 'primary' ) and loan in ( 'yes' ) and    age between 39 and 89  ,874.0,1221,0.08352013331557934
94,select avg(balance) from bank where job in ( 'technician' ) and loan in ( 'yes' ) and    age between 34 and 78  ,860.0,1282,0.08352013331557934
95,select avg(balance) from bank where job in ( 'technician' ) and education in ( 'tertiary' ) and    age between 69 and 88  ,432.0,2217,0.08352013331557934
96,select avg(balance) from bank where education in ( 'unknown' ) and job in ( 'retired' ) and    age between 54 and 81  ,1924.0,2193,0.08352013331557934
97,select avg(balance) from bank where job in ( 'housemaid' ) and loan in ( 'no' ) and    age between 57 and 85  ,1176.0,1155,0.08352013331557934
98,select avg(balance) from bank where job in ( 'housemaid' ) and education in ( 'secondary' ) and    age between 59 and 92  ,1136.0,2421,0.08352013331557934
99,select avg(balance) from bank where job in ( 'unknown' ) and education in ( 'secondary' ) and    age between 34 and 35  ,859.0,4891,0.08352013331557934
100,select avg(balance) from bank where loan in ( 'no' ) and job in ( 'housemaid' ) and    age between 67 and 79  ,2143.0,2865,0.08352013331557934
101,select avg(balance) from bank where loan in ( 'no' ) and education in ( 'secondary' ) and    age between 45 and 76  ,1696.0,1473,0.08352013331557934
102,select avg(balance) from bank where loan in ( 'no' ) and job in ( 'retired' ) and    age between 44 and 69  ,2069.0,1046,0.08352013331557934
103,select avg(balance) from bank where education in ( 'tertiary' ) and job in ( 'student' ) and    age between 26 and 35  ,2514.0,1138,0.08352013331557934
104,select avg(balance) from bank where job in ( 'unknown' ) and loan in ( 'yes' ) and    age between 25 and 75  ,341.0,1109,0.08352013331557934
105,select avg(balance) from bank where education in ( 'secondary' ) and job in ( 'technician' ) and    age between 26 and 51  ,1331.0,1376,0.08352013331557934
106,select avg(balance) from bank where loan in ( 'no' ) and job in ( 'management' ) and    age between 31 and 86  ,1871.0,1821,0.08352013331557934
107,select avg(balance) from bank where job in ( 'unknown' ) and loan in ( 'yes' ) and    age between 35 and 59  ,341.0,1199,0.08352013331557934
108,select avg(balance) from bank where loan in ( 'no' ) and job in ( 'admin.' ) and    age between 18 and 48  ,1193.0,3206,0.08352013331557934
109,select avg(balance) from bank where job in ( 'retired' ) and education in ( 'tertiary' ) and    age between 69 and 88  ,2759.0,1361,0.08352013331557934
110,select avg(balance) from bank where job in ( 'blue-collar' ) and education in ( 'secondary' ) and    age between 55 and 75  ,1397.0,2564,0.08352013331557934
111,select avg(balance) from bank where education in ( 'unknown' ) and job in ( 'unknown' ) and    age between 35 and 93  ,2138.0,2372,0.08352013331557934
112,select avg(balance) from bank where loan in ( 'no' ) and job in ( 'blue-collar' ) and    age between 24 and 91  ,1320.0,2284,0.08352013331557934
113,select avg(balance) from bank where education in ( 'unknown' ) and job in ( 'admin.' ) and    age between 21 and 79  ,1341.0,1348,0.08352013331557934
114,select avg(balance) from bank where education in ( 'tertiary' ) and job in ( 'unemployed' ) and    age between 34 and 60  ,1770.0,1250,0.08352013331557934
115,select avg(balance) from bank where education in ( 'tertiary' ) and job in ( 'blue-collar' ) and    age between 29 and 50  ,1816.0,2039,0.08352013331557934
116,select avg(balance) from bank where job in ( 'unknown' ) and loan in ( 'no' ) and    age between 26 and 84  ,1992.0,2090,0.08352013331557934
117,select avg(balance) from bank where education in ( 'primary' ) and job in ( 'self-employed' ) and    age between 30 and 92  ,1254.0,1143,0.08352013331557934
118,select avg(balance) from bank where education in ( 'primary' ) and job in ( 'admin.' ) and    age between 33 and 91  ,791.0,1340,0.08352013331557934
119,select avg(balance) from bank where job in ( 'management' ) and education in ( 'tertiary' ) and    age between 55 and 75  ,2513.0,2556,0.08352013331557934
120,select avg(balance) from bank where education in ( 'secondary' ) and job in ( 'admin.' ) and    age between 24 and 47  ,1062.0,2309,0.08352013331557934
121,select avg(balance) from bank where education in ( 'primary' ) and job in ( 'services' ) and    age between 35 and 93  ,1437.0,2505,0.08352013331557934
122,select avg(balance) from bank where education in ( 'tertiary' ) and job in ( 'unemployed' ) and    age between 35 and 93  ,1766.0,1194,0.08352013331557934
123,select avg(balance) from bank where education in ( 'secondary' ) and job in ( 'management' ) and    age between 24 and 47  ,1326.0,1611,0.08352013331557934
124,select avg(balance) from bank where education in ( 'unknown' ) and job in ( 'retired' ) and    age between 67 and 82  ,2297.0,1773,0.08352013331557934
125,select avg(balance) from bank where education in ( 'tertiary' ) and job in ( 'unknown' ) and    age between 26 and 67  ,2544.0,1358,0.08352013331557934
126,select avg(balance) from bank where loan in ( 'no' ) and job in ( 'services' ) and    age between 44 and 84  ,1451.0,1464,0.08352013331557934
127,select avg(balance) from bank where job in ( 'blue-collar' ) and education in ( 'primary' ) and    age between 59 and 92  ,2365.0,1140,0.08352013331557934
128,select avg(balance) from bank where education in ( 'tertiary' ) and job in ( 'unknown' ) and    age between 24 and 47  ,1580.0,3455,0.08352013331557934
129,select avg(balance) from bank where job in ( 'housemaid' ) and loan in ( 'no' ) and    age between 43 and 73  ,1356.0,1083,0.08352013331557934
130,select avg(balance) from bank where education in ( 'secondary' ) and job in ( 'self-employed' ) and    age between 26 and 67  ,1346.0,1072,0.08352013331557934
131,select avg(balance) from bank where loan in ( 'yes' ) and job in ( 'admin.' ) and    age between 20 and 59  ,636.0,1185,0.08352013331557934
132,select avg(balance) from bank where loan in ( 'yes' ) and education in ( 'primary' ) and    age between 23 and 80  ,760.0,2311,0.08352013331557934
133,select avg(balance) from bank where job in ( 'self-employed' ) and loan in ( 'yes' ) and    age between 43 and 73  ,747.0,1538,0.08352013331557934
134,select avg(balance) from bank where education in ( 'primary' ) and job in ( 'admin.' ) and    age between 48 and 60  ,665.0,2445,0.08352013331557934
135,select avg(balance) from bank where job in ( 'services' ) and loan in ( 'yes' ) and    age between 21 and 64  ,603.0,3166,0.08352013331557934
136,select avg(balance) from bank where job in ( 'retired' ) and loan in ( 'no' ) and    age between 35 and 59  ,1886.0,1823,0.08352013331557934
137,select avg(balance) from bank where loan in ( 'no' ) and job in ( 'services' ) and    age between 67 and 79  ,23592.0,1169,0.08352013331557934
138,select avg(balance) from bank where education in ( 'secondary' ) and job in ( 'unemployed' ) and    age between 34 and 60  ,1233.0,2439,0.08352013331557934
139,select avg(balance) from bank where job in ( 'retired' ) and loan in ( 'no' ) and    age between 77 and 80  ,2873.0,1188,0.08352013331557934
140,select avg(balance) from bank where job in ( 'student' ) and education in ( 'tertiary' ) and    age between 26 and 86  ,2391.0,1931,0.08352013331557934
141,select avg(balance) from bank where education in ( 'unknown' ) and job in ( 'retired' ) and    age between 35 and 93  ,1682.0,3528,0.08352013331557934
142,select avg(balance) from bank where loan in ( 'no' ) and job in ( 'unknown' ) and    age between 22 and 48  ,1204.0,2212,0.08352013331557934
143,select avg(balance) from bank where education in ( 'primary' ) and job in ( 'admin.' ) and    age between 26 and 51  ,923.0,1496,0.08352013331557934
144,select avg(balance) from bank where job in ( 'management' ) and education in ( 'tertiary' ) and    age between 27 and 30  ,2060.0,1354,0.08352013331557934
145,select avg(balance) from bank where job in ( 'management' ) and education in ( 'secondary' ) and    age between 55 and 75  ,1439.0,1498,0.08352013331557934
146,select avg(balance) from bank where education in ( 'unknown' ) and job in ( 'housemaid' ) and    age between 26 and 51  ,1287.0,2213,0.08352013331557934
147,select avg(balance) from bank where education in ( 'tertiary' ) and job in ( 'retired' ) and    age between 54 and 81  ,2421.0,1779,0.08352013331557934
148,select avg(balance) from bank where job in ( 'admin.' ) and education in ( 'secondary' ) and    age between 66 and 83  ,2130.0,1787,0.08352013331557934
149,select avg(balance) from bank where education in ( 'primary' ) and job in ( 'technician' ) and    age between 29 and 50  ,970.0,1870,0.08352013331557934
150,select avg(balance) from bank where education in ( 'tertiary' ) and job in ( 'management' ) and    age between 26 and 67  ,1837.0,1069,0.08352013331557934
151,select avg(balance) from bank where job in ( 'admin.' ) and loan in ( 'yes' ) and    age between 20 and 41  ,585.0,2429,0.08352013331557934
152,select avg(balance) from bank where education in ( 'tertiary' ) and job in ( 'retired' ) and    age between 35 and 93  ,2344.0,2775,0.08352013331557934
153,select avg(balance) from bank where education in ( 'unknown' ) and job in ( 'unknown' ) and    age between 21 and 79  ,2167.0,1398,0.08352013331557934
154,select avg(balance) from bank where loan in ( 'yes' ) and job in ( 'retired' ) and    age between 22 and 48  ,796.0,2075,0.08352013331557934
155,select avg(balance) from bank where job in ( 'unknown' ) and loan in ( 'yes' ) and    age between 26 and 84  ,341.0,2654,0.08352013331557934
156,select avg(balance) from bank where education in ( 'tertiary' ) and job in ( 'self-employed' ) and    age between 33 and 91  ,2548.0,1482,0.08352013331557934
157,select avg(balance) from bank where loan in ( 'yes' ) and job in ( 'blue-collar' ) and    age between 37 and 95  ,810.0,2761,0.08352013331557934
158,select avg(balance) from bank where education in ( 'unknown' ) and job in ( 'retired' ) and    age between 66 and 68  ,1918.0,2652,0.08352013331557934
159,select avg(balance) from bank where job in ( 'housemaid' ) and loan in ( 'no' ) and    age between 21 and 64  ,1398.0,2975,0.08352013331557934
160,select avg(balance) from bank where job in ( 'entrepreneur' ) and loan in ( 'yes' ) and    age between 21 and 64  ,1805.0,1760,0.08352013331557934
161,select avg(balance) from bank where loan in ( 'no' ) and job in ( 'management' ) and    age between 44 and 69  ,2149.0,2381,0.08352013331557934
162,select avg(balance) from bank where job in ( 'technician' ) and education in ( 'secondary' ) and    age between 39 and 74  ,1576.0,1377,0.08352013331557934
163,select avg(balance) from bank where job in ( 'housemaid' ) and loan in ( 'yes' ) and    age between 21 and 64  ,824.0,2386,0.08352013331557934
164,select avg(balance) from bank where job in ( 'unemployed' ) and education in ( 'secondary' ) and    age between 38 and 66  ,1217.0,2179,0.08352013331557934
165,select avg(balance) from bank where education in ( 'primary' ) and job in ( 'unemployed' ) and    age between 40 and 88  ,1455.0,2673,0.08352013331557934
166,select avg(balance) from bank where education in ( 'unknown' ) and job in ( 'unknown' ) and    age between 61 and 78  ,1936.0,1068,0.08352013331557934
167,select avg(balance) from bank where loan in ( 'yes' ) and job in ( 'student' ) and    age between 20 and 59  ,1161.0,2728,0.08352013331557934
168,select avg(balance) from bank where education in ( 'primary' ) and job in ( 'services' ) and    age between 40 and 88  ,1706.0,2971,0.08352013331557934
169,select avg(balance) from bank where job in ( 'entrepreneur' ) and loan in ( 'no' ) and    age between 35 and 59  ,1681.0,1691,0.08352013331557934
170,select avg(balance) from bank where education in ( 'unknown' ) and job in ( 'retired' ) and    age between 26 and 67  ,1352.0,2225,0.08352013331557934
171,select avg(balance) from bank where loan in ( 'yes' ) and job in ( 'self-employed' ) and    age between 22 and 48  ,540.0,2172,0.08352013331557934
172,select avg(balance) from bank where loan in ( 'no' ) and job in ( 'self-employed' ) and    age between 67 and 90  ,2558.0,2781,0.08352013331557934
173,select avg(balance) from bank where education in ( 'tertiary' ) and loan in ( 'yes' ) and    age between 36 and 51  ,973.0,1349,0.08352013331557934
174,select avg(balance) from bank where job in ( 'management' ) and education in ( 'unknown' ) and    age between 66 and 83  ,1938.0,1595,0.08352013331557934
175,select avg(balance) from bank where loan in ( 'yes' ) and job in ( 'unemployed' ) and    age between 37 and 58  ,436.0,1192,0.08352013331557934
176,select avg(balance) from bank where education in ( 'unknown' ) and job in ( 'entrepreneur' ) and    age between 21 and 79  ,934.0,1593,0.08352013331557934
177,select avg(balance) from bank where job in ( 'retired' ) and education in ( 'secondary' ) and    age between 55 and 75  ,2248.0,1580,0.08352013331557934
178,select avg(balance) from bank where education in ( 'primary' ) and job in ( 'services' ) and    age between 29 and 50  ,1326.0,1087,0.08352013331557934
179,select avg(balance) from bank where job in ( 'management' ) and loan in ( 'no' ) and    age between 37 and 73  ,2051.0,1151,0.08352013331557934
180,select avg(balance) from bank where job in ( 'services' ) and education in ( 'secondary' ) and    age between 27 and 30  ,658.0,2448,0.08352013331557934
181,select avg(balance) from bank where loan in ( 'yes' ) and job in ( 'housemaid' ) and    age between 44 and 69  ,607.0,1328,0.08352013331557934
182,select avg(balance) from bank where loan in ( 'no' ) and education in ( 'unknown' ) and    age between 20 and 22  ,901.0,2987,0.08352013331557934
183,select avg(balance) from bank where job in ( 'management' ) and education in ( 'unknown' ) and    age between 27 and 30  ,1138.0,2289,0.08352013331557934
184,select avg(balance) from bank where job in ( 'technician' ) and loan in ( 'no' ) and    age between 25 and 75  ,1683.0,2684,0.08352013331557934
185,select avg(balance) from bank where job in ( 'management' ) and loan in ( 'no' ) and    age between 20 and 41  ,1696.0,1277,0.08352013331557934
186,select avg(balance) from bank where job in ( 'admin.' ) and loan in ( 'no' ) and    age between 20 and 41  ,1133.0,2807,0.08352013331557934
187,select avg(balance) from bank where education in ( 'primary' ) and loan in ( 'no' ) and    age between 46 and 90  ,1981.0,1379,0.08352013331557934
188,select avg(balance) from bank where loan in ( 'no' ) and job in ( 'services' ) and    age between 26 and 92  ,1196.0,2253,0.08352013331557934
189,select avg(balance) from bank where education in ( 'secondary' ) and loan in ( 'no' ) and    age between 65 and 84  ,4065.0,3505,0.08352013331557934
190,select avg(balance) from bank where loan in ( 'yes' ) and job in ( 'unknown' ) and    age between 37 and 58  ,341.0,2137,0.08352013331557934
191,select avg(balance) from bank where education in ( 'unknown' ) and job in ( 'entrepreneur' ) and    age between 34 and 60  ,1059.0,2425,0.08352013331557934
192,select avg(balance) from bank where education in ( 'secondary' ) and job in ( 'admin.' ) and    age between 48 and 60  ,1649.0,1289,0.08352013331557934
193,select avg(balance) from bank where job in ( 'unemployed' ) and education in ( 'tertiary' ) and    age between 39 and 74  ,1868.0,1531,0.08352013331557934
194,select avg(balance) from bank where loan in ( 'no' ) and education in ( 'secondary' ) and    age between 30 and 31  ,1059.0,2669,0.08352013331557934
195,select avg(balance) from bank where job in ( 'unknown' ) and education in ( 'secondary' ) and    age between 55 and 75  ,2200.0,1187,0.08352013331557934
196,select avg(balance) from bank where job in ( 'housemaid' ) and loan in ( 'no' ) and    age between 50 and 63  ,1337.0,1674,0.08352013331557934
197,select avg(balance) from bank where job in ( 'management' ) and education in ( 'primary' ) and    age between 55 and 75  ,1812.0,1348,0.08352013331557934
198,select avg(balance) from bank where job in ( 'unemployed' ) and education in ( 'secondary' ) and    age between 55 and 75  ,930.0,1322,0.08352013331557934
199,select avg(balance) from bank where job in ( 'entrepreneur' ) and loan in ( 'yes' ) and    age between 25 and 75  ,1805.0,2537,0.08352013331557934
200,select avg(balance) from bank where education in ( 'primary' ) and job in ( 'admin.' ) and    age between 29 and 50  ,966.0,1371,0.08352013331557934
201,select avg(balance) from bank where education in ( 'secondary' ) and job in ( 'retired' ) and    age between 61 and 78  ,2588.0,2592,0.08352013331557934
202,select avg(balance) from bank where education in ( 'secondary' ) and job in ( 'unemployed' ) and    age between 61 and 78  ,1521.0,1037,0.08352013331557934
203,select avg(balance) from bank where education in ( 'secondary' ) and job in ( 'entrepreneur' ) and    age between 21 and 79  ,1350.0,5506,0.08352013331557934
204,select avg(balance) from bank where job in ( 'management' ) and education in ( 'unknown' ) and    age between 26 and 86  ,2061.0,3408,0.08352013331557934
205,select avg(balance) from bank where education in ( 'primary' ) and loan in ( 'yes' ) and    age between 34 and 65  ,853.0,1267,0.08352013331557934
206,select avg(balance) from bank where education in ( 'unknown' ) and job in ( 'admin.' ) and    age between 26 and 51  ,1232.0,1417,0.08352013331557934
